Topic,Stance,Text,Source,Annotator
Starbucks,Favour,"According to Statista data, Starbucks currently operates around 30,000 stores worldwide, making it the world’s biggest coffee house chain.",https://vinepair.com/articles/starbucks-stores-europe-map-2019/,Rebecca
Starbucks,Favour,Another reason to love @Starbucks: they’re giving me and my coworkers in our closing office one complimentary beverage next week,https://twitter.com/joanna_shea/status/1141748180989747200,Rebecca
Starbucks,Against,Baltimore you’re killing me today. @Chipotle - out of guac. @Starbucks - out of ice,https://twitter.com/thatXUlady/status/1141748394152615936,Rebecca
Starbucks,Against,Belfast Starbucks operator fined £4k after customer spots rat in coffee shop,https://www.belfasttelegraph.co.uk/news/northern-ireland/belfast-starbucks-operator-fined-4k-after-customer-spots-rat-in-coffee-shop-38180151.html,Rebecca
Starbucks,Against,"Biting into a turkey bacon, egg & cheese sandwich from @Starbucks to find out it has no bacon is a very unsatisfying way to start the day",https://twitter.com/elizahhhhhhope/status/1141717897213022209,Rebecca
Starbucks,Against,Boycott the likes of amazon and Starbucks. If they don't pay taxes I refuse to shop there,https://twitter.com/UKMikeSmith/status/1141994816991109121,Rebecca
Starbucks,Favour,"But if you're in the vegan club and find yourself at a Starbucks, you can make any drink plant-based by opting for a non-dairy milk—their options include soy milk, almond milk, or coconut milk.",https://www.womenshealthmag.com/food/g28008740/vegan-starbucks/,Rebecca
Starbucks,Against,"But now, after facing weak sales, the global coffee empire announced this week that it plans to reduce its aggressive over-saturation in places across the United States by closing 150 stores in 2019.",https://www.thrillist.com/news/nation/starbucks-closing-150-us-stores-2019,Rebecca
Starbucks,Favour,"C O'Hara, chief market technician at financial planning firm MKM Partners, said in May on CNBC's ""Trading Nation"" that Starbucks' upward trend was just getting started: ""I think this is a perfect example of an area where we don't want to be afraid of momentum.",https://www.cnbc.com/amp/2019/06/19/what-a-1000-dollar-investment-in-starbucks-10-years-ago-would-be-worth-now.html,Rebecca
Starbucks,Against,C’mon @Starbucks get with the times and start using non plastic cutlery please,https://twitter.com/peterpoposky/status/1141736374229450752,Rebecca
Starbucks,Favour,Can we please just get off our high horse?! You don't judge @Target or @Starbucks for openly supporting gays.,https://twitter.com/TheJamesOG/status/1142024459580268545,Rebecca
Starbucks,Against,Cardiff gate Starbucks strikes again with its ridiculous amount of foam!,https://twitter.com/Ms_Cxxx/status/1141985747156836352,Rebecca
Starbucks,Against,Chick-fil-A is growing so fast it could surpass Starbucks,https://thetakeout.com/chickfila-sales-growth-2018-restaurant-chains-starbucks-1835613469,Rebecca
Starbucks,Favour,"Coffee giant Starbucks is on an upswing: In April, it reported fiscal second-quarter earnings that beat analysts' expectations, and its stock is up nearly 30% for 2019. The",https://www.cnbc.com/amp/2019/06/19/what-a-1000-dollar-investment-in-starbucks-10-years-ago-would-be-worth-now.html,Rebecca
Starbucks,Against,Did you get it from Starbucks? They caffeine their coffee the fuck up a lot of the time,https://twitter.com/astweetedbyRP/status/1142023044405387264,Rebecca
Starbucks,Against,Dunkin is a better coffee company buy in the current environment.,https://seekingalpha.com/article/4270573-coffee-wars-dunkin-versus-starbucks,Rebecca
Starbucks,Against,Even the Michael's employees have better Pride shirts than Starbucks,https://twitter.com/GoatsNFolks/status/1141749489688096769,Rebecca
Starbucks,Favour,Every Starbucks looks at least 10% better than every other establishment around it,https://twitter.com/nsom_body/status/1141738609080320000,Rebecca
Starbucks,Favour,"For him, the Starbucks on 41st Road and Main Street is more than just a coffee shop that’s a pit stop on the way to work or home; Starbucks is his living room, as it is for many others I have met over the years who have no place else to go.",https://www.citylab.com/equity/2019/06/finding-community-coffee-shop-starbucks-flushing-queens/591370/,Rebecca
Starbucks,Against,Fruity toast is the only food I can afford in Starbucks,https://twitter.com/athenakugblenu/status/1141996346645405696,Rebecca
Starbucks,Against,Good morning @Starbucks there was plastic in my banana nut bread yesterday morning,https://twitter.com/oliveslooks/status/1142021682284179457,Rebecca
Starbucks,Favour,Guys please try the strawberry and lime iced tea in Starbucks. It’s so good esp if you wanna cool down and have something refreshing,https://twitter.com/ItsUkhtiJo/status/1142024829350158337,Rebecca
Starbucks,Favour,"He said: “It’s not just a place you can go to grab a coffee, it’s for everyone, including families.”",https://www.swindonadvertiser.co.uk/news/17721017.swindons-first-starbucks-drive-thru-to-open-near-great-western-way/,Rebecca
Starbucks,Against,How comes at some Starbucks I can pay with my Starbucks card but once I get a chance to get my free drink they won’t accept that????,https://twitter.com/angryhannah20/status/1141995708637167616,Rebecca
Starbucks,Against,I absolutely hated everything I ordered from Starbucks this morning,https://twitter.com/Slick_Kryss/status/1141750044393201664,Rebecca
Starbucks,Against,I decided to get a chai latte bc it's cold and my only option was Starbucks and legs just say in incredibly disappointed,https://twitter.com/ISwearToBreathe/status/1141997809324789760,Rebecca
Starbucks,Favour,I don’t know what rock I’ve been living under but I recently discovered Starbucks coldbrew and it has changed my life.,https://twitter.com/TashWalton/status/1141998138774810624,Rebecca
Starbucks,Against,i drink starbucks too much and then complain about growing fat.,https://twitter.com/sharminmaniac/status/1141679746578653187,Rebecca
Starbucks,Against,I just had the shittiest customer service at @Starbucks and I’m ready to complain,https://twitter.com/ToniChoo/status/1141738174777085953,Rebecca
Starbucks,Against,i just tried a custom made starbucks drink and idk whether it was worth the extra 2 quid or not,https://twitter.com/ameeraamx/status/1141995997008150528,Rebecca
Starbucks,Favour,I wish there was a 24 hr Starbucks,https://twitter.com/brittaaaniiiiii/status/1141998784949313536,Rebecca
Starbucks,Against,I worked at Starbucks & I can def confirm they train you to put more ice than water,https://twitter.com/ThatKidDeby/status/1141716655191597057,Rebecca
Starbucks,Against,"Is anyone ever going to talk about how Starbucks is overrated, overhyped, overpriced, and how you can make coffee 10x better at home for 100x cheaper?",https://twitter.com/Shabaneezy/status/1141385628787138562,Rebecca
Starbucks,Against,It is a CRIME that the Starbucks delivery fee on door dash is $5.99 that’s the price of my fuckin coffee not to mention tax and tip,https://twitter.com/3nnir0c/status/1141703221813088258,Rebecca
Starbucks,Against,"It looks like it's going to be the Unicorn Frappuccino all over again, which the company said they wouldn't do again because of partner feedback, a Starbucks employee — referred to as ""partners"" by the company — told Business Insider. ""They don't give a damn about us and it's obvious.""",https://www.businessinsider.com/starbucks-tie-dye-frappuccino-to-debut-july-2019-6?r=US&IR=T,Rebecca
Starbucks,Against,"It's not that Starbucks drinks are 'bad,' but if you're being mindful about calories, sugar, and fat, it can quickly add up, says Laura Iu, RD, a nutritionist in New York City",https://www.womenshealthmag.com/food/g27821485/healthy-starbucks-drinks/,Rebecca
Starbucks,Favour,It’s amazing that Starbucks is willing to risk losing so many customers in order to make a political statement that truly affects so few.,http://www.hideoutnow.com/2019/06/starbucks-goes-overboard-on.html,Rebecca
Starbucks,Favour,"It’s delicious, refreshing, and filled with the goodness of fermented ingredients, so you don’t have to feel too guilty about enjoying it, especially when you compare it to some of the other offerings from Starbucks.",https://soranews24.com/2019/06/19/we-try-the-new-lemon-yoghurt-amazake-cheese-fermentation-frappuccino-from-starbucks-japan/,Rebecca
Starbucks,Against,"Loads of Silver Lake residents were distressed this week after seeing a Starbucks sign on the demolished Yolk retail store this week. A message on the vinyl banner reads, “Drive-thru opening soon” right in the center of Silver Lake’s staunchly non-corporate neighborhood.",https://la.eater.com/2019/6/14/18678072/starbucks-drive-thru-hoax-silver-lakes-historic-building-yolk-store,Rebecca
Starbucks,Favour,"Masami was impressed by the well-balanced flavours in the Frappuccino, with all the ingredients complementing each other and enhancing the overall flavour profile of the drink.",https://soranews24.com/2019/06/19/we-try-the-new-lemon-yoghurt-amazake-cheese-fermentation-frappuccino-from-starbucks-japan/,Rebecca
Starbucks,Against,Not worth buying a banana from Starbucks I’ll tell you that,https://twitter.com/DxhaXs/status/1142021392050872320,Rebecca
Starbucks,Against,Now shift this over to a POC faced with a Starbucks staff member saying ‘that’s not your name’ and questioning the gender of that name,https://twitter.com/art_dance_red/status/1142001625042698241,Rebecca
Starbucks,Favour,"Part of the reason for the stock's uptick has been solid sales: Starbucks' same-store sales increased by 3% in the fiscal second quarter, more than analysts expected. Earnings per share also topped Wall Street's expectations.",https://www.cnbc.com/amp/2019/06/19/what-a-1000-dollar-investment-in-starbucks-10-years-ago-would-be-worth-now.html,Rebecca
Starbucks,Against,"Paul Evans, of the British Obesity Society, said: “This latest range shows Starbucks isn’t taking the battle against obesity seriously.",https://www.thesun.co.uk/money/9247614/starbucks-iced-teas-sugar-warning/,Rebecca
Starbucks,Favour,"Rarely has a day gone by over the past eight years that I haven’t spent at least an hour in my local neighborhood Starbucks in downtown Flushing. During the time I spent there writing, reading, or chatting, I inadvertently contributed to the building of a community.",https://www.citylab.com/equity/2019/06/finding-community-coffee-shop-starbucks-flushing-queens/591370/,Rebecca
Starbucks,Against,"Schultz’s run for president caused much consternation among Democrats: his attempt to run as a centrist candidate never polled particularly well, although he potentially would have diverted enough votes to allow Trump to win a second term as President.",https://www.eater.com/2019/6/13/18677473/howard-schultz-presidential-campaign-hiatus-surgery,Rebecca
Starbucks,Against,Shame on you @Starbucks plastic wrapper on plastic forks & plastic straws,https://twitter.com/katecooperuk/status/1141711414664429568,Rebecca
Starbucks,Favour,"Shares of Dunkin’ have surged 25% year to date, while Starbucks have rocketed 29%. The “Mad Money” host suggests investors add the companies to their shopping lists.",https://www.cnbc.com/2019/06/18/starbucks-and-dunkin-are-defying-the-bears-buy-on-a-dip-cramer.html,Rebecca
Starbucks,Against,"She tweeted: ""Just paid over €5 for one coffee at @StarbucksIE at @DublinAirport , 60c charge for soy milk! Not my fault I'm allergic to dairy, also hi I'm Jode.""",https://www.mirror.co.uk/money/woman-charged-extortionate-amount-single-16505262,Rebecca
Starbucks,Favour,"So, to reduce the amount of plastic waste that comes from their disposable cups, Starbucks is offering reusable ones at Gatwick Airport",https://metro.co.uk/2019/06/10/starbucks-is-offering-reusable-cups-at-gatwick-airport-you-just-drop-them-off-before-boarding-your-flight-9885863/,Rebecca
Starbucks,Against,Starbucks actual coffee tastes like jet fuel,https://twitter.com/Witty427/status/1141986565738176512,Rebecca
Starbucks,Against,"Starbucks and Dunkin’ Brands are two terrific coffee chains, but if you don’t own them already, I think this may not be the correct moment to start building a position,” he said.",https://eu.usatoday.com/story/money/2019/06/19/starbucks-dunkin-shares-surging-dont-invest-right-now/1497860001/,Rebecca
Starbucks,Favour,"Starbucks has a new innovation lab that developed more than 130 projects in under a year, including tech updates, Instagram-worthy drinks, and soup-making equipmen",https://www.businessinsider.com/starbucks-tryer-center-innovation-lab-tour-2019-6?r=US&IR=T,Rebecca
Starbucks,Favour,"Starbucks has long been known for its liberal politics, but it’s drawing attention again after revealing how far the company is willing to go in the realm of activism and support for transexuals.",http://www.hideoutnow.com/2019/06/starbucks-goes-overboard-on.html,Rebecca
Starbucks,Favour,Starbucks is definitely the first thing I’m getting when I get to work,https://twitter.com/PrincessDaij/status/1141993129626800128,Rebecca
Starbucks,Against,Starbucks is overvalued based on my discounted cash flow calculations,https://seekingalpha.com/article/4270573-coffee-wars-dunkin-versus-starbucks,Rebecca
Starbucks,Against,Starbucks is partners w Nestlé which single handily caused the California drought n wildfires by over draining the aquifers,https://twitter.com/AngelJettt/status/1141998708516634625,Rebecca
Starbucks,Against,"Starbucks is so inconsistent with their drinks, but some reason I keep going back",https://twitter.com/jayteague/status/1141730009138307072,Rebecca
Starbucks,Favour,Starbucks joins forces with Hubbub – a green living charity – in hopes to cut paper cup waste and address throw-away culture.,https://metro.co.uk/2019/06/10/starbucks-is-offering-reusable-cups-at-gatwick-airport-you-just-drop-them-off-before-boarding-your-flight-9885863/,Rebecca
Starbucks,Against,"Starbucks may be fun and all, I like their Chai tea but the coffee is downright awful",https://twitter.com/The_Stonecreek/status/1141730499695697920,Rebecca
Starbucks,Against,Starbucks never fails to unimpressed me,https://twitter.com/AshSkittle/status/1141997883085901824,Rebecca
Starbucks,Against,Starbucks really sucks for not restocking those color changing cups after so many people said they wanted to buy them,https://twitter.com/kaaaylarae/status/1141994139371921408,Rebecca
Starbucks,Against,Starbucks slammed by woman allergic to dairy after charging £5 for soy milk,https://www.birminghammail.co.uk/black-country/starbucks-slammed-woman-allergic-dairy-16428065,Rebecca
Starbucks,Against,STARBUCKS’ iced teas contain more added sugar than the recommended daily limit for adults.,https://www.thesun.co.uk/money/9247614/starbucks-iced-teas-sugar-warning/,Rebecca
Starbucks,Favour,"Superior Court Judge Kimberly Gaab made her ruling last Tuesday, saying that the misgendering and other hostile behavior endured by trans worker Maddie Wade did not constitute harassment or discrimination, and that Starbucks remedied the situation by granting Wade a transfer.",https://www.advocate.com/transgender/2019/6/17/judge-trans-starbucks-worker-didnt-suffer-harassment,Rebecca
Starbucks,Favour,Thank you @Starbucks y’all customer service is everything. Being a rewards member I feel valued.,https://twitter.com/Rene_WithDaHips/status/1141749059163742210,Rebecca
Starbucks,Against,"That’s not to mention the headaches Starbucks has today, as many potential or former customers are not happy with the announcement of these pro-transgender benefits.",http://www.hideoutnow.com/2019/06/starbucks-goes-overboard-on.html,Rebecca
Starbucks,Favour,That’s why when her job at the Starbucks in downtown Northampton offered her the opportunity to take a year-long unpaid sabbatical — a benefit offered to employees who’ve been with the company for 10 years — she decided to take it and spend the year traveling the world.,https://www.gazettenet.com/Wanderlust-How-Patty-Romanoff-spent-her-Starbucks-sabbatical-26107318,Rebecca
Starbucks,Favour,"The brand’s stock market value recently surged to an all-time high, helping it become the second-most valuable food brand in the world.",https://vinepair.com/articles/starbucks-stores-europe-map-2019/,Rebecca
Starbucks,Against,"The chain reported $10.46 billion in sales last year, and some analysts think Chick-fil-A could even snatch Starbucks’ second-place spot before long.",https://thetakeout.com/chickfila-sales-growth-2018-restaurant-chains-starbucks-1835613469,Rebecca
Starbucks,Favour,"The company allows employees who have worked at least 10 years to retire at 55. She’ll keep her employee discount and will get a free pound of coffee beans a week for life, but she’ll be buying her own insurance now.",https://www.gazettenet.com/Wanderlust-How-Patty-Romanoff-spent-her-Starbucks-sabbatical-26107318,Rebecca
Starbucks,Favour,"The company also recently launched a monthlong trial of a reusable cup program at Gatwick Airport in London, and it's continuing its focus on creating better in-store experiences, developing new beverages and fine-tuning its digital capabilities throughout the U.S. and China.",https://www.cnbc.com/amp/2019/06/19/what-a-1000-dollar-investment-in-starbucks-10-years-ago-would-be-worth-now.html,Rebecca
Starbucks,Against,"The company has strong financials, with top operational, solvency, and liquidity metrics. They do have a current and quick ratio below one, which could be troublesome for some of their short-term obligations",https://seekingalpha.com/article/4270573-coffee-wars-dunkin-versus-starbucks,Rebecca
Starbucks,Against,"The company is facing stiff competition overseas from Chinese rival Luckin Coffee, which recently went public, and whose strong initial sales have captured the attention of Wall Street analysts.",https://www.cnbc.com/amp/2019/06/19/what-a-1000-dollar-investment-in-starbucks-10-years-ago-would-be-worth-now.html,Rebecca
Starbucks,Against,"The company lowered its performance forecast to a 1% increase in same-store sales next quarter, which is lower than what investors were expecting",https://www.thrillist.com/news/nation/starbucks-closing-150-us-stores-2019,Rebecca
Starbucks,Favour,"The doubters should wake up and really look at the results that Starbucks and Dunkin’ Brands are churning out. After both stocks had major losses in 2018, the two coffee chains have been “defying the bears” with their big runs in 2019, CNBC’s Jim Cramer said Tuesday.",https://eu.usatoday.com/story/money/2019/06/19/starbucks-dunkin-shares-surging-dont-invest-right-now/1497860001/,Rebecca
Starbucks,Favour,"the dragon drink from Starbucks is hella good, aesthetically pleasing, and has caffeine.",https://twitter.com/maci_coffin13/status/1141716265846923265,Rebecca
Starbucks,Against,The guy at Starbucks clearly didn’t make my drink with Almond milk & now I’m currently sick to my stomach,https://twitter.com/DoseOf_Kharisma/status/1142025016994934784,Rebecca
Starbucks,Favour,"The initiative focuses on Starbucks’ plan to accelerate new store development to realise the full potential of Asia’s important market, said John Culver, group president, Starbucks International, Channel Development and Global Coffee and Tea.",http://fareasternagriculture.com/technology/infrastructure/starbucks-signs-license-agreement-in-thailand,Rebecca
Starbucks,Against,"The power of the ""Starbucks Experience"" cannot be denied, and the ubiquity of their stores has cemented their dominance. However, the company has cannibalized themselves in U.S. markets, and they face headwinds from their attempt to expand into China, especially with the recent LUCKIN IPO.",https://seekingalpha.com/article/4270573-coffee-wars-dunkin-versus-starbucks,Rebecca
Starbucks,Against,"The sad part was it was [Starbucks] and not a single employee or bystander said a word to her. She threw things in my face and said horrific things, Ashour tweeted.",https://www.yahoo.com/lifestyle/mother-says-she-was-attacked-in-starbucks-for-wearing-a-hijab-america-do-better-205643068.html?guccounter=1&guce_referrer=aHR0cHM6Ly9nYWIuY29tL3NlYXJjaC9zdGFyYnVja3MvbGF0ZXN0&guce_referrer_sig=AQAAABLlv7BNL1q5PtPcdJRk1ONCJFDc3HEay6DQcEsVsnwilUCp4sEW7ATkcHATia9weRH-Ipkkq8xZmH-PJblMtb3QHRd35fFlIimjwFhivTNXqA7VFwM2OVa0H4NA4KhNk_y61HLFVBl3tgYWP1qXYf0kDc3NwxqM5CfzgOFRgjmQ,Rebecca
Starbucks,Against,"This is another reason why I dont like going to Starbucks. Beside it being expensive, they never fill up the fkn cup!",https://twitter.com/sellleeennaa/status/1141713183192702977,Rebecca
Starbucks,Against,When out shopping pop into an independent coffee shop instead of Starbucks or check out shops closer to home for something unique instead of shopping on Amazon,https://twitter.com/Indie_Teesside/status/1141995018539982848,Rebecca
Starbucks,Favour,"Working at Starbucks fits into Romanoff’s motto, too. “If you’re social, and most of your day you spend in your house staring at a computer, it’s a really really fun outlet to just chat,” Romanoff said.",https://www.gazettenet.com/Wanderlust-How-Patty-Romanoff-spent-her-Starbucks-sabbatical-26107318,Rebecca
Vaccination,Against,"“[W]hereas natural measles exposure generally left the person with reliable lifelong immunity, measles vaccines leave the individual with waning immunity,” adds IMCV",https://www.globalresearch.ca/measles-vaccines-kill-more-people-than-measles-cdc-data-proves,Marc
Vaccination,Favour,"“A totally unnecessary and self inflicted wound, and a direct consequence of an aggressive antivax misinformation campaign.” Hotez and his colleagues at other Texas academic centers predicted the spike in measles and other vaccine-preventable childhood diseases in a study last year.",,Marc
Vaccination,Favour,"“HPV vaccine post-marketing safety studies done in Valencia, Spain, and Alberta, Canada, endorsed HPV vaccine safety.",krzana first week,Marc
Vaccination,Neutral,“Let’s not divide ourselves between ‘anti-vax’ and,,Marc
Vaccination,Neutral,“Thimerosal is an antiseptic containing 49.5% ethyl mercury that has been used for years as a preservative in many infant vaccines and in flu vaccines.,krzana big,Marc
Vaccination,Against,"(1) Routine vaccination was discontinued when it was judged that the risk for serious adverse events from vaccination, including encephalitis and death, outweighed the low risk for infection in a well-vaccinated population with minimal potential exposure to smallpox.",krzana first week,Marc
Vaccination,Favour,"(2016) said """" (2015) said Short story: Yes, the vaccine is still safe, and will still protect you against the strains it covers that you haven't had yet.",krzana big,Marc
Vaccination,Neutral,(Gardasil9) Vaccine Safety Surveillance Using the TreeScan Data Mining Method Surveillance Protocol (2016),krzana big,Marc
Vaccination,Favour,"(The original version of the vaccine, simply called Gardasil, protected against the warts strains and two of the strains linked to cancer, the FDA said.)",krzana first week,Marc
Vaccination,Against,"$250,000.00 for Christina Tarsell’s vaccine-related death; $60,000.00 for past pain and suffering for Christina Tarsell’s vaccine-related injury; and $130 for past unreimbursable expenses related to Christina Tarsell’s vaccine-related injury.",krzana first week,Marc
Vaccination,Against,13 #CDCWhistleblower: Coverup of data showing 3x increased risk of autism in black males based on timing of MMR vaccine #RFKcommission,,Marc
Vaccination,Against,90% OF INFECTIOUS DISEASE MORTALITY DECREASE IN THE UNITED STATES HAPPENED BEFORE VACCINES WERE AVAILABLE,krzana big,Marc
Vaccination,Neutral,"A $100 adoption fee includes spay-neuter, a heartworm check, microchip ID, vaccinations, and a behavioral evaluation.",krzana big,Marc
Vaccination,Favour,"A 1905 Supreme Court decision, Jacobson v. Massachusetts, gave the state the right to impose mandatory vaccination laws to protect public health.",krzana first week,Marc
Vaccination,Favour,A 2017 follow-up study based on Protocol 018 in Pediatrics confidently asserts that it ‘should help to dismiss any lingering doubts about the safety and durability of HPV vaccine-induced protection’.”,krzana first week,Marc
Vaccination,Favour,A bill in NY just passed which allows children as young as 9 years old to receive the HPV and Hep B vaccine without parental consent.,krzana big,Marc
Vaccination,Favour,A bill in the State Assembly seeks to outlaw any exemption to vaccines aside from one mandated by a doctor,krzana big,Marc
Vaccination,Favour,"A Brooklyn judge rules against a group of parents who challenged New York City's recently imposed mandatory measles vaccination order, rejecting their arguments that the city's public health authority exceeded its authority.",krzana big,Marc
Vaccination,Neutral,"A Cancer Causing Monkey Virus from FDA-Approved Vaccines, Albany Law J of Sci & Tech, 2003; excerpted at SV40 Cancer Foundation.)",krzana big,Marc
Vaccination,Favour,A Connecticut state lawmaker says her children were threatened online by a person who opposes mandatory vaccinations for all school children,https://www.wftv.com/news/national-news/ap-top-news/provaccine-lawmaker-reports-online-threat-to-her-children/945658495,Marc
Vaccination,Favour,A fully vaccinated population lesses the financial stress of the health system.,Perspectrum dataset,Marc
Vaccination,Neutral,"A group of anti-vaccination opponents claim city officials overstepped their bounds — and violated their religious beliefs — by imposing an emergency order last week making measles vaccinations mandatory, according to a lawsuit filed early Monday.",https://newyorkcityinformer.com/604619/parents-sue-over-citys-mandatory-measles-vaccination-order/,Marc
Vaccination,Favour,A group of Brooklyn parents has sued the city Health Department to stop an emergency order aimed at slowing an outbreak of measles.,https://www.crainsnewyork.com/health-care/brooklyn-parents-sue-city-stop-vaccine-order-aimed-curbing-measles?utm_campaign=socialflow&utm_source=twitter&utm_medium=social,Marc
Vaccination,Against,"A group of Brooklyn parents on Monday sued New York City over an emergency order requiring measles vaccinations, according to ABC News.",krzana big,Marc
Vaccination,Favour,A high level of vaccine uptake in the community may mean that the chance of contracting an infection is close to 0.,,Marc
Vaccination,Favour,A host of state legislatures are weighing measures that would tighten vaccination requirements or eliminate the nonmedical exemptions that have allowed parents to avoid immunizing their children.,,Marc
Vaccination,Neutral,"A human papillomavirus (HPV) vaccination programme targeted at men who have sex with men (MSM) can be effectively delivered using specialist sexual health and HIV clinics, according to an analysis of an English pilot study published in Eurosurveillance.",soi evaluation,Marc
Vaccination,Neutral,"A later tweet from the department said that the ZIP codes where the vaccines were mandatory were ""11205, 11206, 11211 and 11249.",krzana big,Marc
Vaccination,Neutral,A monovalent vaccine is designed to immunize against a single antigen or single microorganism.,Wikipedia: vaccine,Marc
Vaccination,Neutral,"A multivalent or polyvalent vaccine is designed to immunize against two or more strains of the same microorganism, or against two or more microorganisms.",Wikipedia: vaccine,Marc
Vaccination,Against,A natural immunity is more effective than vaccines for resisting disease.,Perspectrum dataset,Marc
Vaccination,Favour,A North Carolina school where a high concentration of families claim religious exemption from vaccines is facing the state’s worst chickenpox outbreak in more than 20 years.,http://time.com/5460215/chickenbox-outbreak-north-carolina/?platform=hootsuite,Marc
Vaccination,Neutral,A Phase 3 clinical trial is testing a vaccine called DCVax-L which is being used to treat brain cancer.,krzana big,Marc
Vaccination,Neutral,A study published in September found that Russian trolls and sophisticated Twitter bots tried to foment confusion about vaccination and create a false equivalency between pro- and anti-vaccination arguments.,,Marc
Vaccination,Favour,A vaccinated society is an economically strong society.,Perspectrum dataset,Marc
Vaccination,Neutral,"A vaccine administration may be oral, by injection (intramuscular, intradermal, subcutaneous), by puncture, transdermal or intranasal.",Wikipedia: vaccination,Marc
Vaccination,Neutral,"A vaccine typically contains an agent that resembles a disease-causing microorganism and is often made from weakened or killed forms of the microbe, its toxins, or one of its surface proteins.",Wikipedia: vaccine,Marc
Vaccination,Against,"A whistleblower from inside the agency, Dr. William Thompson, has come forward to claim that the data in the study was manipulated to show a much smaller correlation than there actually was.",,Marc
Vaccination,Against,"According  to The Daily Mail, Wakefield published a study in 1995 in The Lancet that claimed children vaccinated against MMR (measles, mumps, and rubella) were more likely to have autism.",,Marc
Vaccination,Against,"According to Gardasil’s package insert, women are 100 times more likely to suffer a severe event following vaccination with Gardasil than they are to get cervical cancer.",krzana big,Marc
Vaccination,Against,"According to over 150 years of official data from the US, UK, Australian, and Canadian governments, vaccines never prevented a single disease.",krzana big,Marc
Vaccination,Favour,"According to the NHS, the MMR vaccine is “a safe and effective combined vaccine that protects against 3 separate illnesses – measles, mumps and rubella (German measles)",krzana first week,Marc
Vaccination,Neutral,"According to Trevor Gunn, B.Sc., ""Many measles vaccine efficacy studies relate to their ability to stimulate an antibody response, (sero-conversion or sero-response).",krzana big,Marc
Vaccination,Against,"Additional articles on the 'moral character' of Dr. Profit: More truth about vaccinations comes to light with CDC whistleblower Dr. William Thompson's revelations CDC whistleblower William Thompson's confession On August 27, CDC whistleblower William Thompson came out of the shadows and admitted he had omitted vital data from a 2004 study on the MMR vaccine and its connection to autism.",,Marc
Vaccination,Neutral,"Adjuvants commonly are used to boost immune response, particularly for older people (50–75 years and up), whose immune response to a simple vaccine may have weakened.",Wikipedia: vaccine,Marc
Vaccination,Favour,"Adults who are at high risk of becoming infected with the human immunodeficiency virus (HIV), which causes AIDS, were less likely than the general population to be vaccinated against human papillomavirus (HPV), which can cause anal and cervical cancer",,Marc
Vaccination,Favour,Adverse reactions to vaccines are extremely rare.,Perspectrum dataset,Marc
Vaccination,Against,"After almost sixty years of silence and a federally sanctioned cover up, the CDC finally admitted several years ago that the Salk and Sabin vaccines indeed were contaminated with the carcinogenic SV40 monkey virus.",krzana big,Marc
Vaccination,Against,"After the DPT debacle began attracting widespread attention, vaccine manufacturers started pressuring Congress for protection from vaccine injury lawsuits.",krzana first week,Marc
Vaccination,Against,All these pieces depict the “vaccine hesitant” as if they are a singularly minded subgroup characterized by a shared “affliction” which requires intervention,http://sacredosiris.com/2019/04/24/inside-the-mind-of-the-vaccine-hesitant-2/,Marc
Vaccination,Neutral,Also we provide Mantoux testing for TB and the BCG (TB) vaccination.,krzana big,Marc
Vaccination,Against,"Although elderly influenza vaccination coverage increased from ∼15% to ∼65% during 1980–1999 in the US, estimates of influenza-related mortality also increased during this period.",krzana big,Marc
Vaccination,Neutral,"Although most attenuated vaccines are viral, some are bacterial in nature.",Wikipedia: vaccine,Marc
Vaccination,Against,"Although the US government proclaims HPV vaccines safe and effective, it has paid out millions of dollars to compensate families for death, brain injury, multiple sclerosis, ulcerative colitis, and other severe, debilitating conditions,” the authors state.",krzana first week,Marc
Vaccination,Against,"Although time-to-diagnosis following vaccination increases with receipt of each successive dose of measles vaccine, the fact that 8.5% of cases in the surveillance dataset and 26% in the case series contracted measles despite 2 or more doses of MCV is surprising.",krzana big,Marc
Vaccination,Neutral,"Although vaccinations usually induce long-term economic benefits, many governments struggle to pay the high short-term costs associated with labor and production.",Wikipedia: vaccination,Marc
Vaccination,Neutral,America's vaccination crisis is a symptom of our broken society | Meghan O'Rourke,krzana first week,Marc
Vaccination,Neutral,"Americans born between 1957 to 1989 have only received one dose of the measles, mumps and rubella (MMR) vaccine.",krzana big,Marc
Vaccination,Against,"An estimated 15,700 requests to veto the bill that would end the personal exemption for the measles vaccine and a variety of other legislation have flooded into Gov. Jay Inslee’s office in recent days.",krzana big,Marc
Vaccination,Favour,"An important milestone was the recognition by Smith in 1970 [9] and Dietz in 1975 [10] of a simple threshold theorem—that if immunity (ie, successful vaccination) were delivered at random and if members of a population mixed at random, such that on average each individual contacted R0 individuals in a manner sufficient to transmit the infection [11, 12], then incidence of the infection would decline if the proportion immune exceeded (R0 − 1)/R0, or 1 –1/R0.",,Marc
Vaccination,Against,An unvaccinated student in Kentucky will get his day in court after suing because he can't participate in extracurricular activities during a chickenpox outbreak.,,Marc
Vaccination,Favour,"Analogous issues relate to vaccination against rubella and human papillomavirus (HPV) in males; for each of these examples the consequences of infection (with rubella or HPV) in males are relatively minor, so the policy issue becomes whether vaccination of males is warranted to protect females, and many societies have decided in favor for rubella but not for HPV [18].",,Marc
